id,label,x,y,z,user
5066,standing,9.6627820e-001,-1.5951740e-001,3.0490580e-001,25
5066,standing,9.6773280e-001,-1.5113460e-001,3.0562760e-001,25
5066,standing,9.7087820e-001,-1.3674920e-001,3.0624570e-001,25
5066,standing,9.6984370e-001,-1.3483070e-001,3.0449240e-001,25
5066,standing,9.6672560e-001,-1.4418570e-001,3.0150110e-001,25
5066,standing,9.6372570e-001,-1.4877780e-001,2.9992070e-001,25
5066,standing,9.7040630e-001,-1.4050830e-001,2.9883890e-001,25
5066,standing,9.7853930e-001,-1.3294470e-001,3.0205280e-001,25
5066,standing,9.7467020e-001,-1.3627230e-001,3.0304110e-001,25
5066,standing,9.7148260e-001,-1.3934680e-001,3.0767360e-001,25
5066,standing,9.7333570e-001,-1.3886100e-001,3.1488020e-001,25
5066,standing,9.7249730e-001,-1.4101140e-001,3.0754570e-001,25
5066,standing,9.7378210e-001,-1.4368150e-001,3.0003210e-001,25
5066,standing,9.7436860e-001,-1.4475340e-001,3.0077440e-001,25
5066,standing,9.7267080e-001,-1.4633990e-001,2.9893580e-001,25
5066,standing,9.7430530e-001,-1.4940320e-001,2.9639000e-001,25
5066,standing,9.7477270e-001,-1.5518360e-001,2.9691930e-001,25
5066,standing,9.7565270e-001,-1.6014970e-001,2.9891050e-001,25
5066,standing,9.7736840e-001,-1.6282340e-001,2.9853470e-001,25
5066,standing,9.7553780e-001,-1.6723250e-001,2.9846260e-001,25
5066,standing,9.7419340e-001,-1.6462690e-001,3.0007290e-001,25
5066,standing,9.7202370e-001,-1.5774720e-001,3.0350800e-001,25
5066,standing,9.7140090e-001,-1.5965680e-001,3.0835060e-001,25
5066,standing,9.7504440e-001,-1.5950660e-001,3.0382620e-001,25
5066,standing,9.7589930e-001,-1.5871110e-001,2.9508380e-001,25
5066,standing,9.7718990e-001,-1.6466930e-001,2.9439460e-001,25
5066,standing,9.7957470e-001,-1.6455170e-001,2.9878950e-001,25
5066,standing,9.7791470e-001,-1.6237570e-001,3.0316460e-001,25
5066,standing,9.7652090e-001,-1.6201470e-001,3.0096290e-001,25
5066,standing,9.7628800e-001,-1.5849340e-001,2.9554570e-001,25
5066,standing,9.7546580e-001,-1.5830730e-001,2.9477040e-001,25
5067,standing,9.7666400e-001,-1.4443510e-001,3.0408980e-001,25
5067,standing,9.7651810e-001,-1.4400130e-001,3.0570960e-001,25
5067,standing,9.7402090e-001,-1.4055540e-001,3.0479940e-001,25
5067,standing,9.7329020e-001,-1.3287780e-001,3.0319850e-001,25
5067,standing,9.7375780e-001,-1.2922830e-001,3.0040210e-001,25
5067,standing,9.7453470e-001,-1.3311430e-001,3.0094850e-001,25
5067,standing,9.7576630e-001,-1.4245470e-001,3.0253900e-001,25
5067,standing,9.7666960e-001,-1.4679370e-001,3.0175280e-001,25
5067,standing,9.7808970e-001,-1.4813320e-001,3.0409670e-001,25
5067,standing,9.7596660e-001,-1.5064270e-001,3.0430410e-001,25
5067,standing,9.6932010e-001,-1.4923550e-001,3.0092250e-001,25
5067,standing,9.6567940e-001,-1.4424900e-001,2.9910060e-001,25
5067,standing,9.6970940e-001,-1.3895870e-001,2.9893890e-001,25
5067,standing,9.7391840e-001,-1.3911830e-001,3.0218110e-001,25
5067,standing,9.6945460e-001,-1.3868710e-001,3.0505120e-001,25
5067,standing,9.6679510e-001,-1.3583740e-001,3.0302900e-001,25
5067,standing,9.7245050e-001,-1.4361500e-001,3.0117320e-001,25
5067,standing,9.7488980e-001,-1.5574890e-001,3.0163080e-001,25
5067,standing,9.7342830e-001,-1.5974150e-001,2.9960990e-001,25
5067,standing,9.7405150e-001,-1.5920580e-001,2.9807980e-001,25
5067,standing,9.7784830e-001,-1.6062020e-001,3.0010500e-001,25
5067,standing,9.8308990e-001,-1.5835060e-001,3.0177490e-001,25
5067,standing,9.8324940e-001,-1.4820340e-001,3.0408390e-001,25
5067,standing,9.7760850e-001,-1.4152230e-001,3.0087510e-001,25
5067,standing,9.7303950e-001,-1.4121550e-001,2.9429190e-001,25
5067,standing,9.7369920e-001,-1.4341030e-001,2.9796520e-001,25
5067,standing,9.7434320e-001,-1.4845980e-001,3.0040010e-001,25
5067,standing,9.7187700e-001,-1.5303710e-001,2.9710730e-001,25
5067,standing,9.7208970e-001,-1.5862020e-001,2.9833220e-001,25
5067,standing,9.7402970e-001,-1.6709310e-001,2.9983370e-001,25
5067,standing,9.7889780e-001,-1.7120220e-001,2.9936530e-001,25
5067,standing,9.8462100e-001,-1.6551430e-001,2.9786480e-001,25
5067,standing,9.7713310e-001,-1.5966510e-001,3.0007180e-001,25
5067,standing,9.6627820e-001,-1.5951740e-001,3.0490580e-001,25
5067,standing,9.6773280e-001,-1.5113460e-001,3.0562760e-001,25
5067,standing,9.7087820e-001,-1.3674920e-001,3.0624570e-001,25
5067,standing,9.6984370e-001,-1.3483070e-001,3.0449240e-001,25
5067,standing,9.6672560e-001,-1.4418570e-001,3.0150110e-001,25
5067,standing,9.6372570e-001,-1.4877780e-001,2.9992070e-001,25
5067,standing,9.7040630e-001,-1.4050830e-001,2.9883890e-001,25
5067,standing,9.7853930e-001,-1.3294470e-001,3.0205280e-001,25
5067,standing,9.7467020e-001,-1.3627230e-001,3.0304110e-001,25
5067,standing,9.7148260e-001,-1.3934680e-001,3.0767360e-001,25
5067,standing,9.7333570e-001,-1.3886100e-001,3.1488020e-001,25
5067,standing,9.7249730e-001,-1.4101140e-001,3.0754570e-001,25
5067,standing,9.7378210e-001,-1.4368150e-001,3.0003210e-001,25
5067,standing,9.7436860e-001,-1.4475340e-001,3.0077440e-001,25
5067,standing,9.7267080e-001,-1.4633990e-001,2.9893580e-001,25
5067,standing,9.7430530e-001,-1.4940320e-001,2.9639000e-001,25
5067,standing,9.7477270e-001,-1.5518360e-001,2.9691930e-001,25
5067,standing,9.7565270e-001,-1.6014970e-001,2.9891050e-001,25
5067,standing,9.7736840e-001,-1.6282340e-001,2.9853470e-001,25
5067,standing,9.7553780e-001,-1.6723250e-001,2.9846260e-001,25
5067,standing,9.7419340e-001,-1.6462690e-001,3.0007290e-001,25
5067,standing,9.7202370e-001,-1.5774720e-001,3.0350800e-001,25
5067,standing,9.7140090e-001,-1.5965680e-001,3.0835060e-001,25
5067,standing,9.7504440e-001,-1.5950660e-001,3.0382620e-001,25
5067,standing,9.7589930e-001,-1.5871110e-001,2.9508380e-001,25
5067,standing,9.7718990e-001,-1.6466930e-001,2.9439460e-001,25
5067,standing,9.7957470e-001,-1.6455170e-001,2.9878950e-001,25
5067,standing,9.7791470e-001,-1.6237570e-001,3.0316460e-001,25
5067,standing,9.7652090e-001,-1.6201470e-001,3.0096290e-001,25
5067,standing,9.7628800e-001,-1.5849340e-001,2.9554570e-001,25
5067,standing,9.7546580e-001,-1.5830730e-001,2.9477040e-001,25
5067,standing,9.7311570e-001,-1.5497580e-001,2.9739470e-001,25
5067,standing,9.6958490e-001,-1.4719110e-001,3.0154350e-001,25
5067,standing,9.7070210e-001,-1.4697000e-001,3.0068130e-001,25
5067,standing,9.7366030e-001,-1.4607620e-001,2.9791210e-001,25
5067,standing,9.7352310e-001,-1.4049160e-001,2.9838740e-001,25
5067,standing,9.7378990e-001,-1.4032530e-001,2.9532390e-001,25
5067,standing,9.7420040e-001,-1.4014610e-001,2.9672560e-001,25
5067,standing,9.7597480e-001,-1.3609570e-001,3.0165570e-001,25
5067,standing,9.7896820e-001,-1.3793460e-001,2.9949640e-001,25
5067,standing,9.7771480e-001,-1.4402980e-001,2.9969410e-001,25
5067,standing,9.7620640e-001,-1.5013950e-001,3.0018830e-001,25
5067,standing,9.7667700e-001,-1.5699360e-001,2.9657240e-001,25
5067,standing,9.7663540e-001,-1.5850320e-001,2.9549580e-001,25
5067,standing,9.7914090e-001,-1.5889660e-001,2.9452840e-001,25
5067,standing,9.8153640e-001,-1.6210210e-001,2.9174290e-001,25
5067,standing,9.7989800e-001,-1.6009140e-001,2.8853580e-001,25
5067,standing,9.7639220e-001,-1.5676030e-001,2.9282090e-001,25
5067,standing,9.7307320e-001,-1.5612120e-001,3.0151460e-001,25
5067,standing,9.7224910e-001,-1.5653620e-001,2.9961890e-001,25
5067,standing,9.7337080e-001,-1.6000290e-001,2.9453860e-001,25
5067,standing,9.7373050e-001,-1.6165310e-001,2.9307760e-001,25
5067,standing,9.7364450e-001,-1.5832490e-001,2.9472290e-001,25
5067,standing,9.7360990e-001,-1.5575990e-001,2.9880230e-001,25
5067,standing,9.7354090e-001,-1.5691790e-001,2.9476090e-001,25
5067,standing,9.7404340e-001,-1.5755480e-001,2.8911110e-001,25
5067,standing,9.7574000e-001,-1.5644350e-001,2.8973540e-001,25
5067,standing,9.7866390e-001,-1.5686450e-001,2.9272650e-001,25
5067,standing,9.7948120e-001,-1.5557710e-001,2.9768470e-001,25
5067,standing,9.7550150e-001,-1.5046440e-001,2.9649970e-001,25
5067,standing,9.7040940e-001,-1.4441520e-001,2.9433120e-001,25
5067,standing,9.6836710e-001,-1.4069390e-001,2.9868180e-001,25
5067,standing,9.7030370e-001,-1.4325910e-001,3.0084490e-001,25
5067,standing,9.7483930e-001,-1.4901710e-001,3.0247250e-001,25
5067,standing,9.7910150e-001,-1.5396560e-001,2.9855210e-001,25
5067,standing,9.8010310e-001,-1.5778590e-001,2.8820540e-001,25
5067,standing,9.7754830e-001,-1.5919690e-001,2.8589640e-001,25
5067,standing,9.7563860e-001,-1.5925120e-001,2.8741140e-001,25
5067,standing,9.7307260e-001,-1.5741750e-001,2.9093810e-001,25
5067,standing,9.6969130e-001,-1.5649400e-001,2.9628660e-001,25
5067,standing,9.7258810e-001,-1.5752570e-001,2.9281900e-001,25
5067,standing,9.7618360e-001,-1.5377480e-001,2.8892030e-001,25
5067,standing,9.7560530e-001,-1.4810700e-001,2.9091310e-001,25
5067,standing,9.7603870e-001,-1.4255210e-001,2.9132040e-001,25
5067,standing,9.7388400e-001,-1.3790160e-001,2.9137110e-001,25
5067,standing,9.7004690e-001,-1.3922140e-001,2.9120850e-001,25
5067,standing,9.7123170e-001,-1.4131130e-001,2.9110290e-001,25
5067,standing,9.7490170e-001,-1.4624400e-001,2.9734580e-001,25
5067,standing,9.7722920e-001,-1.5262320e-001,3.0363020e-001,25
5067,standing,9.7642990e-001,-1.4978480e-001,2.9956070e-001,25
5067,standing,9.7393580e-001,-1.4690110e-001,2.9382940e-001,25
5067,standing,9.7333110e-001,-1.4808470e-001,2.9436810e-001,25
5067,standing,9.7360180e-001,-1.4903800e-001,2.9568940e-001,25
5067,standing,9.7380470e-001,-1.5335660e-001,2.9951320e-001,25
5067,standing,9.7459680e-001,-1.5545060e-001,3.0456870e-001,25
5067,standing,9.7514500e-001,-1.5313860e-001,3.0231260e-001,25
5067,standing,9.7498370e-001,-1.5118540e-001,2.9896740e-001,25
5067,standing,9.7395820e-001,-1.4842240e-001,2.9727720e-001,25
5067,standing,9.7348410e-001,-1.4689990e-001,2.9147400e-001,25
5067,standing,9.7510510e-001,-1.4823560e-001,2.8999370e-001,25
5067,standing,9.7798560e-001,-1.5083800e-001,2.9319130e-001,25
5067,standing,9.7969910e-001,-1.5463280e-001,2.9244670e-001,25
5067,standing,9.7716520e-001,-1.5515490e-001,2.9368330e-001,25
5067,standing,9.7313680e-001,-1.5140320e-001,2.9561750e-001,25
5067,standing,9.7147040e-001,-1.4551840e-001,2.9360840e-001,25
5068,standing,9.7311570e-001,-1.5497580e-001,2.9739470e-001,25
5068,standing,9.6958490e-001,-1.4719110e-001,3.0154350e-001,25
5068,standing,9.7070210e-001,-1.4697000e-001,3.0068130e-001,25
5068,standing,9.7366030e-001,-1.4607620e-001,2.9791210e-001,25
5068,standing,9.7352310e-001,-1.4049160e-001,2.9838740e-001,25
5068,standing,9.7378990e-001,-1.4032530e-001,2.9532390e-001,25
5068,standing,9.7420040e-001,-1.4014610e-001,2.9672560e-001,25
5068,standing,9.7597480e-001,-1.3609570e-001,3.0165570e-001,25
5068,standing,9.7896820e-001,-1.3793460e-001,2.9949640e-001,25
5068,standing,9.7771480e-001,-1.4402980e-001,2.9969410e-001,25
5068,standing,9.7620640e-001,-1.5013950e-001,3.0018830e-001,25
5068,standing,9.7667700e-001,-1.5699360e-001,2.9657240e-001,25
5068,standing,9.7663540e-001,-1.5850320e-001,2.9549580e-001,25
5068,standing,9.7914090e-001,-1.5889660e-001,2.9452840e-001,25
5068,standing,9.8153640e-001,-1.6210210e-001,2.9174290e-001,25
5068,standing,9.7989800e-001,-1.6009140e-001,2.8853580e-001,25
5068,standing,9.7639220e-001,-1.5676030e-001,2.9282090e-001,25
5068,standing,9.7307320e-001,-1.5612120e-001,3.0151460e-001,25
5068,standing,9.7224910e-001,-1.5653620e-001,2.9961890e-001,25
5068,standing,9.7337080e-001,-1.6000290e-001,2.9453860e-001,25
5068,standing,9.7373050e-001,-1.6165310e-001,2.9307760e-001,25
5068,standing,9.7364450e-001,-1.5832490e-001,2.9472290e-001,25
5068,standing,9.7360990e-001,-1.5575990e-001,2.9880230e-001,25
5068,standing,9.7354090e-001,-1.5691790e-001,2.9476090e-001,25
5068,standing,9.7404340e-001,-1.5755480e-001,2.8911110e-001,25
5068,standing,9.7574000e-001,-1.5644350e-001,2.8973540e-001,25
5068,standing,9.7866390e-001,-1.5686450e-001,2.9272650e-001,25
5068,standing,9.7948120e-001,-1.5557710e-001,2.9768470e-001,25
5068,standing,9.7550150e-001,-1.5046440e-001,2.9649970e-001,25
5068,standing,9.7040940e-001,-1.4441520e-001,2.9433120e-001,25
5068,standing,9.6836710e-001,-1.4069390e-001,2.9868180e-001,25
5068,standing,9.7030370e-001,-1.4325910e-001,3.0084490e-001,25
5068,standing,9.7483930e-001,-1.4901710e-001,3.0247250e-001,25
5068,standing,9.7910150e-001,-1.5396560e-001,2.9855210e-001,25
5068,standing,9.8010310e-001,-1.5778590e-001,2.8820540e-001,25
5068,standing,9.7754830e-001,-1.5919690e-001,2.8589640e-001,25
5068,standing,9.7563860e-001,-1.5925120e-001,2.8741140e-001,25
5068,standing,9.7307260e-001,-1.5741750e-001,2.9093810e-001,25
5068,standing,9.6969130e-001,-1.5649400e-001,2.9628660e-001,25
5068,standing,9.7258810e-001,-1.5752570e-001,2.9281900e-001,25
5068,standing,9.7618360e-001,-1.5377480e-001,2.8892030e-001,25
5068,standing,9.7560530e-001,-1.4810700e-001,2.9091310e-001,25
5068,standing,9.7603870e-001,-1.4255210e-001,2.9132040e-001,25
5068,standing,9.7388400e-001,-1.3790160e-001,2.9137110e-001,25
5068,standing,9.7004690e-001,-1.3922140e-001,2.9120850e-001,25
5068,standing,9.7123170e-001,-1.4131130e-001,2.9110290e-001,25
5068,standing,9.7490170e-001,-1.4624400e-001,2.9734580e-001,25
5068,standing,9.7722920e-001,-1.5262320e-001,3.0363020e-001,25
5068,standing,9.7642990e-001,-1.4978480e-001,2.9956070e-001,25
5068,standing,9.7393580e-001,-1.4690110e-001,2.9382940e-001,25
5068,standing,9.7333110e-001,-1.4808470e-001,2.9436810e-001,25
5068,standing,9.7360180e-001,-1.4903800e-001,2.9568940e-001,25
5068,standing,9.7380470e-001,-1.5335660e-001,2.9951320e-001,25
5068,standing,9.7459680e-001,-1.5545060e-001,3.0456870e-001,25
5068,standing,9.7514500e-001,-1.5313860e-001,3.0231260e-001,25
5068,standing,9.7498370e-001,-1.5118540e-001,2.9896740e-001,25
5068,standing,9.7395820e-001,-1.4842240e-001,2.9727720e-001,25
5068,standing,9.7348410e-001,-1.4689990e-001,2.9147400e-001,25
5068,standing,9.7510510e-001,-1.4823560e-001,2.8999370e-001,25
5068,standing,9.7798560e-001,-1.5083800e-001,2.9319130e-001,25
5068,standing,9.7969910e-001,-1.5463280e-001,2.9244670e-001,25
5068,standing,9.7716520e-001,-1.5515490e-001,2.9368330e-001,25
5068,standing,9.7313680e-001,-1.5140320e-001,2.9561750e-001,25
5068,standing,9.7147040e-001,-1.4551840e-001,2.9360840e-001,25
5068,standing,9.7115930e-001,-1.3970870e-001,2.9301640e-001,25
5068,standing,9.7435770e-001,-1.4785740e-001,2.9052930e-001,25
5068,standing,9.7879560e-001,-1.6126490e-001,2.8832920e-001,25
5068,standing,9.7822650e-001,-1.5703350e-001,2.9361170e-001,25
5068,standing,9.7685230e-001,-1.5266760e-001,2.9726680e-001,25
5068,standing,9.7639630e-001,-1.5490140e-001,2.9318800e-001,25
5068,standing,9.7169130e-001,-1.4870080e-001,2.8727830e-001,25
5068,standing,9.6768230e-001,-1.4592320e-001,2.8573220e-001,25
5068,standing,9.6994350e-001,-1.4926610e-001,2.9055220e-001,25
5068,standing,9.7364540e-001,-1.5250450e-001,2.9761300e-001,25
5068,standing,9.7739410e-001,-1.5633580e-001,2.9987340e-001,25
5068,standing,9.8065690e-001,-1.5432070e-001,2.9640820e-001,25
5068,standing,9.7909530e-001,-1.5032280e-001,2.9504240e-001,25
5068,standing,9.7737110e-001,-1.4777380e-001,2.9709880e-001,25
5068,standing,9.7825580e-001,-1.4588170e-001,2.9756330e-001,25
5068,standing,9.7750250e-001,-1.4554640e-001,2.9715230e-001,25
5068,standing,9.7711140e-001,-1.4217180e-001,2.9765320e-001,25
5068,standing,9.7551910e-001,-1.4092940e-001,2.9999140e-001,25
5068,standing,9.7236040e-001,-1.4456440e-001,3.0240810e-001,25
5068,standing,9.7385920e-001,-1.4832480e-001,3.0230600e-001,25
5068,standing,9.7645980e-001,-1.5322130e-001,3.0149310e-001,25
5068,standing,9.7812450e-001,-1.5605860e-001,3.0019770e-001,25
5068,standing,9.8013480e-001,-1.5395020e-001,2.9774010e-001,25
5068,standing,9.7909060e-001,-1.4787380e-001,2.9644210e-001,25
5068,standing,9.7814860e-001,-1.3958720e-001,2.9608890e-001,25
5068,standing,9.7630230e-001,-1.3557570e-001,2.9392980e-001,25
5068,standing,9.7033980e-001,-1.3855320e-001,2.9239830e-001,25
5068,standing,9.6817160e-001,-1.4162950e-001,2.9422200e-001,25
5068,standing,9.7094160e-001,-1.4342430e-001,2.9662590e-001,25
5068,standing,9.7227110e-001,-1.4969770e-001,2.9949930e-001,25
5068,standing,9.7222460e-001,-1.5382700e-001,3.0300410e-001,25
5068,standing,9.7193070e-001,-1.5295180e-001,3.0411640e-001,25
5068,standing,9.7003850e-001,-1.5608110e-001,3.0375720e-001,25
5068,standing,9.6708830e-001,-1.5797160e-001,3.0245210e-001,25
5068,standing,9.6650010e-001,-1.5456430e-001,2.9939520e-001,25
5068,standing,9.6968590e-001,-1.5313300e-001,2.9806690e-001,25
5068,standing,9.7275450e-001,-1.5221510e-001,2.9844260e-001,25
5068,standing,9.7256810e-001,-1.4915350e-001,2.9775970e-001,25
5068,standing,9.7180310e-001,-1.4809900e-001,2.9704600e-001,25
5068,standing,9.7274190e-001,-1.5114010e-001,2.9716030e-001,25
5068,standing,9.7409750e-001,-1.5561890e-001,2.9745060e-001,25
5068,standing,9.7517320e-001,-1.5978260e-001,2.9445520e-001,25
5068,standing,9.7447760e-001,-1.6176460e-001,2.9014510e-001,25
5068,standing,9.7287330e-001,-1.5777610e-001,2.9193290e-001,25
5068,standing,9.7418960e-001,-1.5172950e-001,2.9641900e-001,25
5068,standing,9.7668960e-001,-1.4960200e-001,2.9847820e-001,25
5068,standing,9.7798240e-001,-1.4981860e-001,2.9905100e-001,25
5068,standing,9.7706300e-001,-1.5018910e-001,3.0020570e-001,25
5068,standing,9.7376070e-001,-1.5000740e-001,3.0359950e-001,25
5068,standing,9.7268250e-001,-1.4984580e-001,3.0362020e-001,25
5068,standing,9.7219220e-001,-1.5016610e-001,2.9993660e-001,25
5068,standing,9.7063390e-001,-1.5028080e-001,2.9797050e-001,25
5068,standing,9.7354970e-001,-1.5174800e-001,2.9507250e-001,25
5068,standing,9.7752170e-001,-1.5397090e-001,2.9498520e-001,25
5068,standing,9.7842780e-001,-1.5555320e-001,2.9826360e-001,25
5068,standing,9.7823100e-001,-1.5652320e-001,2.9796160e-001,25
5068,standing,9.7400570e-001,-1.5158000e-001,2.9953450e-001,25
5068,standing,9.6799220e-001,-1.4088450e-001,3.0087830e-001,25
5068,standing,9.6905940e-001,-1.3686970e-001,2.9827250e-001,25
5068,standing,9.7349670e-001,-1.4200970e-001,2.9918860e-001,25
5068,standing,9.7325190e-001,-1.4481900e-001,3.0137990e-001,25
5068,standing,9.7098220e-001,-1.4384730e-001,3.0400600e-001,25
5068,standing,9.6875940e-001,-1.4612950e-001,3.0713100e-001,25
5068,standing,9.6944590e-001,-1.4751800e-001,3.0677160e-001,25
5069,standing,9.7115930e-001,-1.3970870e-001,2.9301640e-001,25
5069,standing,9.7435770e-001,-1.4785740e-001,2.9052930e-001,25
5069,standing,9.7879560e-001,-1.6126490e-001,2.8832920e-001,25
5069,standing,9.7822650e-001,-1.5703350e-001,2.9361170e-001,25
